injection_area;phase;exp;ID;treatment;Behaviors;Intervals;totnb
paw;baseline;FH;G3F1;baseline;resting;3;7
paw;baseline;FH;G3F1;baseline;resting;4;3
paw;baseline;FH;G3F1;baseline;resting;5;0
paw;baseline;FH;G3F1;baseline;resting;6;1
paw;test;FH;G3F1;formalin;resting;1;0
paw;test;FH;G3F1;formalin;resting;2;0
paw;test;FH;G3F1;formalin;resting;3;0
paw;test;FH;G3F1;formalin;resting;4;0
paw;test;FH;G3F1;formalin;resting;5;0
paw;test;FH;G3F1;formalin;resting;6;0
paw;baseline;FH;G3F2;baseline;resting;1;0
paw;baseline;FH;G3F2;baseline;resting;2;3
paw;baseline;FH;G3F2;baseline;resting;3;3
paw;baseline;FH;G3F2;baseline;resting;4;1
paw;baseline;FH;G3F2;baseline;resting;5;6
paw;baseline;FH;G3F2;baseline;resting;6;4
paw;test;FH;G3F2;formalin;resting;1;1
paw;test;FH;G3F2;formalin;resting;2;0
paw;test;FH;G3F2;formalin;resting;3;8
paw;test;FH;G3F2;formalin;resting;4;1
paw;test;FH;G3F2;formalin;resting;5;0
paw;test;FH;G3F2;formalin;resting;6;0
paw;baseline;FH;G3F3;baseline;resting;1;0
paw;baseline;FH;G3F3;baseline;resting;2;0
paw;baseline;FH;G3F3;baseline;resting;3;0
paw;baseline;FH;G3F3;baseline;resting;4;6
paw;baseline;FH;G3F3;baseline;resting;5;0
paw;baseline;FH;G3F3;baseline;resting;6;1
paw;test;FH;G3F3;formalin;resting;1;0
paw;test;FH;G3F3;formalin;resting;2;0
paw;test;FH;G3F3;formalin;resting;3;0
paw;test;FH;G3F3;formalin;resting;4;0
paw;test;FH;G3F3;formalin;resting;5;0
paw;test;FH;G3F3;formalin;resting;6;0
paw;baseline;FH;G6M3;baseline;resting;1;0
paw;baseline;FH;G6M3;baseline;resting;2;2
paw;baseline;FH;G6M3;baseline;resting;3;0
paw;baseline;FH;G6M3;baseline;resting;4;3
paw;baseline;FH;G6M3;baseline;resting;5;0
paw;baseline;FH;G6M3;baseline;resting;6;7
paw;test;FH;G6M3;formalin;resting;1;0
paw;test;FH;G6M3;formalin;resting;2;5
paw;test;FH;G6M3;formalin;resting;3;4
paw;test;FH;G6M3;formalin;resting;4;3
paw;test;FH;G6M3;formalin;resting;5;0
paw;test;FH;G6M3;formalin;resting;6;3
paw;baseline;FH;G6M4;baseline;resting;1;0
paw;baseline;FH;G6M4;baseline;resting;2;1
paw;baseline;FH;G6M4;baseline;resting;3;0
paw;baseline;FH;G6M4;baseline;resting;4;0
paw;baseline;FH;G6M4;baseline;resting;5;2
paw;baseline;FH;G6M4;baseline;resting;6;10
paw;test;FH;G6M4;formalin;resting;1;0
paw;test;FH;G6M4;formalin;resting;2;0
paw;test;FH;G6M4;formalin;resting;3;0
paw;test;FH;G6M4;formalin;resting;4;1
paw;test;FH;G6M4;formalin;resting;5;3
paw;test;FH;G6M4;formalin;resting;6;5
paw;baseline;FH;G8M1;baseline;resting;1;0
paw;baseline;FH;G8M1;baseline;resting;2;1
paw;baseline;FH;G8M1;baseline;resting;3;5
paw;baseline;FH;G8M1;baseline;resting;4;0
paw;baseline;FH;G8M1;baseline;resting;5;1
paw;baseline;FH;G8M1;baseline;resting;6;0
paw;test;FH;G8M1;formalin;resting;1;0
paw;test;FH;G8M1;formalin;resting;2;0
paw;test;FH;G8M1;formalin;resting;3;0
paw;test;FH;G8M1;formalin;resting;4;0
paw;test;FH;G8M1;formalin;resting;5;0
paw;test;FH;G8M1;formalin;resting;6;0
paw;baseline;FH;G8M2;baseline;resting;1;0
paw;baseline;FH;G8M2;baseline;resting;2;0
paw;baseline;FH;G8M2;baseline;resting;3;0
paw;baseline;FH;G8M2;baseline;resting;4;7
paw;baseline;FH;G8M2;baseline;resting;5;6
paw;baseline;FH;G8M2;baseline;resting;6;1
paw;test;FH;G8M2;formalin;resting;1;0
paw;test;FH;G8M2;formalin;resting;2;0
paw;test;FH;G8M2;formalin;resting;3;0
paw;test;FH;G8M2;formalin;resting;4;0
paw;test;FH;G8M2;formalin;resting;5;2
paw;test;FH;G8M2;formalin;resting;6;2
paw;baseline;FH;G8M3;baseline;resting;1;0
paw;baseline;FH;G8M3;baseline;resting;2;0
paw;baseline;FH;G8M3;baseline;resting;3;0
paw;baseline;FH;G8M3;baseline;resting;4;0
paw;baseline;FH;G8M3;baseline;resting;5;0
paw;baseline;FH;G8M3;baseline;resting;6;0
paw;test;FH;G8M3;formalin;resting;1;0
paw;test;FH;G8M3;formalin;resting;2;0
paw;test;FH;G8M3;formalin;resting;3;0
paw;test;FH;G8M3;formalin;resting;4;0
paw;test;FH;G8M3;formalin;resting;5;0
paw;test;FH;G8M3;formalin;resting;6;0
paw;baseline;SH;G2F3;baseline;resting;1;0
paw;baseline;SH;G2F3;baseline;resting;2;0
paw;baseline;SH;G2F3;baseline;resting;3;0
paw;baseline;SH;G2F3;baseline;resting;4;0
paw;baseline;SH;G2F3;baseline;resting;5;0
paw;baseline;SH;G2F3;baseline;resting;6;0
paw;test;SH;G2F3;saline;resting;1;0
paw;test;SH;G2F3;saline;resting;2;1
paw;test;SH;G2F3;saline;resting;3;1
paw;test;SH;G2F3;saline;resting;4;0
paw;test;SH;G2F3;saline;resting;5;3
paw;test;SH;G2F3;saline;resting;6;6
paw;baseline;SH;G2F4;baseline;resting;1;0
paw;baseline;SH;G2F4;baseline;resting;2;0
paw;baseline;SH;G2F4;baseline;resting;3;0
paw;baseline;SH;G2F4;baseline;resting;4;0
paw;baseline;SH;G2F4;baseline;resting;5;0
paw;baseline;SH;G2F4;baseline;resting;6;0
paw;test;SH;G2F4;saline;resting;1;0
paw;test;SH;G2F4;saline;resting;2;0
paw;test;SH;G2F4;saline;resting;3;3
paw;test;SH;G2F4;saline;resting;4;1
paw;test;SH;G2F4;saline;resting;5;1
paw;test;SH;G2F4;saline;resting;6;0
paw;baseline;SH;G4F1;baseline;resting;1;0
paw;baseline;SH;G4F1;baseline;resting;2;1
paw;baseline;SH;G4F1;baseline;resting;3;0
paw;baseline;SH;G4F1;baseline;resting;4;0
paw;baseline;SH;G4F1;baseline;resting;5;3
paw;baseline;SH;G4F1;baseline;resting;6;2
paw;test;SH;G4F1;saline;resting;1;0
paw;test;SH;G4F1;saline;resting;2;6
paw;test;SH;G4F1;saline;resting;3;4
paw;test;SH;G4F1;saline;resting;4;1
paw;test;SH;G4F1;saline;resting;5;2
paw;test;SH;G4F1;saline;resting;6;5
paw;baseline;SH;G4F2;baseline;resting;1;0
paw;baseline;SH;G4F2;baseline;resting;2;2
paw;baseline;SH;G4F2;baseline;resting;3;0
paw;baseline;SH;G4F2;baseline;resting;4;0
paw;baseline;SH;G4F2;baseline;resting;5;0
paw;baseline;SH;G4F2;baseline;resting;6;0
paw;test;SH;G4F2;saline;resting;1;9
paw;test;SH;G4F2;saline;resting;2;6
paw;test;SH;G4F2;saline;resting;3;6
paw;test;SH;G4F2;saline;resting;4;4
paw;test;SH;G4F2;saline;resting;5;1
paw;test;SH;G4F2;saline;resting;6;5
paw;baseline;SH;G4F3;baseline;resting;1;0
paw;baseline;SH;G4F3;baseline;resting;2;0
paw;baseline;SH;G4F3;baseline;resting;3;0
paw;baseline;SH;G4F3;baseline;resting;4;0
paw;baseline;SH;G4F3;baseline;resting;5;0
paw;baseline;SH;G4F3;baseline;resting;6;2
paw;test;SH;G4F3;saline;resting;1;1
paw;test;SH;G4F3;saline;resting;2;12
paw;test;SH;G4F3;saline;resting;3;10
paw;test;SH;G4F3;saline;resting;4;4
paw;test;SH;G4F3;saline;resting;5;2
paw;test;SH;G4F3;saline;resting;6;7
paw;baseline;SH;G6M1;baseline;resting;1;0
paw;baseline;SH;G6M1;baseline;resting;2;0
paw;baseline;SH;G6M1;baseline;resting;3;0
paw;baseline;SH;G6M1;baseline;resting;4;0
paw;baseline;SH;G6M1;baseline;resting;5;1
paw;baseline;SH;G6M1;baseline;resting;6;2
paw;test;SH;G6M1;saline;resting;1;10
paw;test;SH;G6M1;saline;resting;2;5
paw;test;SH;G6M1;saline;resting;3;7
paw;test;SH;G6M1;saline;resting;4;4
paw;test;SH;G6M1;saline;resting;5;3
paw;test;SH;G6M1;saline;resting;6;0
paw;baseline;SH;G6M2;baseline;resting;1;1
paw;baseline;SH;G6M2;baseline;resting;2;0
paw;baseline;SH;G6M2;baseline;resting;3;1
paw;baseline;SH;G6M2;baseline;resting;4;3
paw;baseline;SH;G6M2;baseline;resting;5;1
paw;baseline;SH;G6M2;baseline;resting;6;0
paw;test;SH;G6M2;saline;resting;1;2
paw;test;SH;G6M2;saline;resting;2;0
paw;test;SH;G6M2;saline;resting;3;5
paw;test;SH;G6M2;saline;resting;4;4
paw;test;SH;G6M2;saline;resting;5;0
paw;test;SH;G6M2;saline;resting;6;5
paw;baseline;SH;G7M1;baseline;resting;1;0
paw;baseline;SH;G7M1;baseline;resting;2;0
paw;baseline;SH;G7M1;baseline;resting;3;0
paw;baseline;SH;G7M1;baseline;resting;4;2
paw;baseline;SH;G7M1;baseline;resting;5;0
paw;baseline;SH;G7M1;baseline;resting;6;0
paw;test;SH;G7M1;saline;resting;1;5
paw;test;SH;G7M1;saline;resting;2;0
paw;test;SH;G7M1;saline;resting;3;2
paw;test;SH;G7M1;saline;resting;4;8
paw;test;SH;G7M1;saline;resting;5;9
paw;test;SH;G7M1;saline;resting;6;3
paw;baseline;SH;G7M2;baseline;resting;1;0
paw;baseline;SH;G7M2;baseline;resting;2;1
paw;baseline;SH;G7M2;baseline;resting;3;0
paw;baseline;SH;G7M2;baseline;resting;4;1
paw;baseline;SH;G7M2;baseline;resting;5;0
paw;baseline;SH;G7M2;baseline;resting;6;0
paw;test;SH;G7M2;saline;resting;1;4
paw;test;SH;G7M2;saline;resting;2;1
paw;test;SH;G7M2;saline;resting;3;8
paw;test;SH;G7M2;saline;resting;4;4
paw;test;SH;G7M2;saline;resting;5;5
paw;test;SH;G7M2;saline;resting;6;8
paw;baseline;SH;G7M3;baseline;resting;1;0
paw;baseline;SH;G7M3;baseline;resting;2;0
paw;baseline;SH;G7M3;baseline;resting;3;0
paw;baseline;SH;G7M3;baseline;resting;4;1
paw;baseline;SH;G7M3;baseline;resting;5;0
paw;baseline;SH;G7M3;baseline;resting;6;2
paw;test;SH;G7M3;saline;resting;1;6
paw;test;SH;G7M3;saline;resting;2;2
paw;test;SH;G7M3;saline;resting;3;2
paw;test;SH;G7M3;saline;resting;4;2
paw;test;SH;G7M3;saline;resting;5;7
paw;test;SH;G7M3;saline;resting;6;4
neck;baseline;FN;510;baseline;selfgrooming;1;5
neck;baseline;FN;510;baseline;selfgrooming;2;2
neck;baseline;FN;510;baseline;selfgrooming;3;3
neck;baseline;FN;510;baseline;selfgrooming;4;10
neck;baseline;FN;510;baseline;selfgrooming;5;8
neck;baseline;FN;510;baseline;selfgrooming;6;4
neck;test;FN;510;formalin;selfgrooming;1;2
neck;test;FN;510;formalin;selfgrooming;2;5
neck;test;FN;510;formalin;selfgrooming;3;15
neck;test;FN;510;formalin;selfgrooming;4;6
neck;test;FN;510;formalin;selfgrooming;5;13
neck;test;FN;510;formalin;selfgrooming;6;8
neck;baseline;FN;511;baseline;selfgrooming;1;3
neck;baseline;FN;511;baseline;selfgrooming;2;15
neck;baseline;FN;511;baseline;selfgrooming;3;5
neck;baseline;FN;511;baseline;selfgrooming;4;4
neck;baseline;FN;511;baseline;selfgrooming;5;4
neck;baseline;FN;511;baseline;selfgrooming;6;6
neck;test;FN;511;formalin;selfgrooming;1;1
neck;test;FN;511;formalin;selfgrooming;2;11
neck;test;FN;511;formalin;selfgrooming;3;17
neck;test;FN;511;formalin;selfgrooming;4;11
neck;test;FN;511;formalin;selfgrooming;5;12
neck;test;FN;511;formalin;selfgrooming;6;8
neck;baseline;FN;512;baseline;selfgrooming;1;3
neck;baseline;FN;512;baseline;selfgrooming;2;4
neck;baseline;FN;512;baseline;selfgrooming;3;2
neck;baseline;FN;512;baseline;selfgrooming;4;4
neck;baseline;FN;512;baseline;selfgrooming;5;3
neck;baseline;FN;512;baseline;selfgrooming;6;4
neck;test;FN;512;formalin;selfgrooming;1;3
neck;test;FN;512;formalin;selfgrooming;2;4
neck;test;FN;512;formalin;selfgrooming;3;13
neck;test;FN;512;formalin;selfgrooming;4;11
neck;test;FN;512;formalin;selfgrooming;5;7
neck;test;FN;512;formalin;selfgrooming;6;0
neck;baseline;FN;513;baseline;selfgrooming;1;4
neck;baseline;FN;513;baseline;selfgrooming;2;9
neck;baseline;FN;513;baseline;selfgrooming;3;9
neck;baseline;FN;513;baseline;selfgrooming;4;5
neck;baseline;FN;513;baseline;selfgrooming;5;4
neck;baseline;FN;513;baseline;selfgrooming;6;5
neck;test;FN;513;formalin;selfgrooming;1;0
neck;test;FN;513;formalin;selfgrooming;2;7
neck;test;FN;513;formalin;selfgrooming;3;17
neck;test;FN;513;formalin;selfgrooming;4;11
neck;test;FN;513;formalin;selfgrooming;5;4
neck;test;FN;513;formalin;selfgrooming;6;4
neck;baseline;FN;519;baseline;selfgrooming;1;5
neck;baseline;FN;519;baseline;selfgrooming;2;1
neck;baseline;FN;519;baseline;selfgrooming;3;3
neck;baseline;FN;519;baseline;selfgrooming;4;4
neck;baseline;FN;519;baseline;selfgrooming;5;2
neck;baseline;FN;519;baseline;selfgrooming;6;8
neck;test;FN;519;formalin;selfgrooming;1;1
neck;test;FN;519;formalin;selfgrooming;2;12
neck;test;FN;519;formalin;selfgrooming;3;13
neck;test;FN;519;formalin;selfgrooming;4;8
neck;test;FN;519;formalin;selfgrooming;5;8
neck;test;FN;519;formalin;selfgrooming;6;7
neck;baseline;FN;G3F4;baseline;selfgrooming;1;3
neck;baseline;FN;G3F4;baseline;selfgrooming;2;2
neck;baseline;FN;G3F4;baseline;selfgrooming;3;4
neck;baseline;FN;G3F4;baseline;selfgrooming;4;4
neck;baseline;FN;G3F4;baseline;selfgrooming;5;4
neck;baseline;FN;G3F4;baseline;selfgrooming;6;3
neck;test;FN;G3F4;formalin;selfgrooming;1;0
neck;test;FN;G3F4;formalin;selfgrooming;2;8
neck;test;FN;G3F4;formalin;selfgrooming;3;11
neck;test;FN;G3F4;formalin;selfgrooming;4;13
neck;test;FN;G3F4;formalin;selfgrooming;5;8
neck;test;FN;G3F4;formalin;selfgrooming;6;16
neck;baseline;FN;G5M1;baseline;selfgrooming;1;2
neck;baseline;FN;G5M1;baseline;selfgrooming;2;4
neck;baseline;FN;G5M1;baseline;selfgrooming;3;13
neck;baseline;FN;G5M1;baseline;selfgrooming;4;8
neck;baseline;FN;G5M1;baseline;selfgrooming;5;3
neck;baseline;FN;G5M1;baseline;selfgrooming;6;13
neck;test;FN;G5M1;formalin;selfgrooming;1;6
neck;test;FN;G5M1;formalin;selfgrooming;2;21
neck;test;FN;G5M1;formalin;selfgrooming;3;8
neck;test;FN;G5M1;formalin;selfgrooming;4;22
neck;test;FN;G5M1;formalin;selfgrooming;5;10
neck;test;FN;G5M1;formalin;selfgrooming;6;17
neck;baseline;FN;G5M2;baseline;selfgrooming;1;4
neck;baseline;FN;G5M2;baseline;selfgrooming;2;4
neck;baseline;FN;G5M2;baseline;selfgrooming;3;0
neck;baseline;FN;G5M2;baseline;selfgrooming;4;1
neck;baseline;FN;G5M2;baseline;selfgrooming;5;6
neck;baseline;FN;G5M2;baseline;selfgrooming;6;9
neck;test;FN;G5M2;formalin;selfgrooming;1;0
neck;test;FN;G5M2;formalin;selfgrooming;2;10
neck;test;FN;G5M2;formalin;selfgrooming;3;9
neck;test;FN;G5M2;formalin;selfgrooming;4;5
neck;test;FN;G5M2;formalin;selfgrooming;5;11
neck;test;FN;G5M2;formalin;selfgrooming;6;7
neck;baseline;FN;G5M3;baseline;selfgrooming;1;16
neck;baseline;FN;G5M3;baseline;selfgrooming;2;20
neck;baseline;FN;G5M3;baseline;selfgrooming;3;14
neck;baseline;FN;G5M3;baseline;selfgrooming;4;11
neck;baseline;FN;G5M3;baseline;selfgrooming;5;8
neck;baseline;FN;G5M3;baseline;selfgrooming;6;12
neck;test;FN;G5M3;formalin;selfgrooming;1;0
neck;test;FN;G5M3;formalin;selfgrooming;2;3
neck;test;FN;G5M3;formalin;selfgrooming;3;13
neck;test;FN;G5M3;formalin;selfgrooming;4;13
neck;test;FN;G5M3;formalin;selfgrooming;5;12
neck;test;FN;G5M3;formalin;selfgrooming;6;9
neck;baseline;FN;G5M4;baseline;selfgrooming;1;2
neck;baseline;FN;G5M4;baseline;selfgrooming;2;3
neck;baseline;FN;G5M4;baseline;selfgrooming;3;5
neck;baseline;FN;G5M4;baseline;selfgrooming;4;7
neck;baseline;FN;G5M4;baseline;selfgrooming;5;8
neck;baseline;FN;G5M4;baseline;selfgrooming;6;6
neck;test;FN;G5M4;formalin;selfgrooming;1;1
neck;test;FN;G5M4;formalin;selfgrooming;2;16
neck;test;FN;G5M4;formalin;selfgrooming;3;12
neck;test;FN;G5M4;formalin;selfgrooming;4;11
neck;test;FN;G5M4;formalin;selfgrooming;5;10
neck;test;FN;G5M4;formalin;selfgrooming;6;4
neck;baseline;SN;514;baseline;selfgrooming;1;7
neck;baseline;SN;514;baseline;selfgrooming;2;5
neck;baseline;SN;514;baseline;selfgrooming;3;3
neck;baseline;SN;514;baseline;selfgrooming;4;3
neck;baseline;SN;514;baseline;selfgrooming;5;3
neck;baseline;SN;514;baseline;selfgrooming;6;2
neck;test;SN;514;saline;selfgrooming;1;1
neck;test;SN;514;saline;selfgrooming;2;5
neck;test;SN;514;saline;selfgrooming;3;7
neck;test;SN;514;saline;selfgrooming;4;8
neck;test;SN;514;saline;selfgrooming;5;5
neck;test;SN;514;saline;selfgrooming;6;8
neck;baseline;SN;515;baseline;selfgrooming;1;5
neck;baseline;SN;515;baseline;selfgrooming;2;3
neck;baseline;SN;515;baseline;selfgrooming;3;12
neck;baseline;SN;515;baseline;selfgrooming;4;5
neck;baseline;SN;515;baseline;selfgrooming;5;4
neck;baseline;SN;515;baseline;selfgrooming;6;8
neck;test;SN;515;saline;selfgrooming;1;2
neck;test;SN;515;saline;selfgrooming;2;16
neck;test;SN;515;saline;selfgrooming;3;1
neck;test;SN;515;saline;selfgrooming;4;7
neck;test;SN;515;saline;selfgrooming;5;9
neck;test;SN;515;saline;selfgrooming;6;11
neck;baseline;SN;516;baseline;selfgrooming;1;2
neck;baseline;SN;516;baseline;selfgrooming;2;5
neck;baseline;SN;516;baseline;selfgrooming;3;5
neck;baseline;SN;516;baseline;selfgrooming;4;0
neck;baseline;SN;516;baseline;selfgrooming;5;7
neck;baseline;SN;516;baseline;selfgrooming;6;2
neck;test;SN;516;saline;selfgrooming;1;1
neck;test;SN;516;saline;selfgrooming;2;4
neck;test;SN;516;saline;selfgrooming;3;1
neck;test;SN;516;saline;selfgrooming;4;12
neck;test;SN;516;saline;selfgrooming;5;3
neck;test;SN;516;saline;selfgrooming;6;2
neck;baseline;SN;517;baseline;selfgrooming;1;6
neck;baseline;SN;517;baseline;selfgrooming;2;4
neck;baseline;SN;517;baseline;selfgrooming;3;6
neck;baseline;SN;517;baseline;selfgrooming;4;5
neck;baseline;SN;517;baseline;selfgrooming;5;7
neck;baseline;SN;517;baseline;selfgrooming;6;4
neck;test;SN;517;saline;selfgrooming;1;3
neck;test;SN;517;saline;selfgrooming;2;0
neck;test;SN;517;saline;selfgrooming;3;2
neck;test;SN;517;saline;selfgrooming;4;9
neck;test;SN;517;saline;selfgrooming;5;5
neck;test;SN;517;saline;selfgrooming;6;3
neck;baseline;SN;518;baseline;selfgrooming;1;5
neck;baseline;SN;518;baseline;selfgrooming;2;3
neck;baseline;SN;518;baseline;selfgrooming;3;7
neck;baseline;SN;518;baseline;selfgrooming;4;6
neck;baseline;SN;518;baseline;selfgrooming;5;8
neck;baseline;SN;518;baseline;selfgrooming;6;4
neck;test;SN;518;saline;selfgrooming;1;1
neck;test;SN;518;saline;selfgrooming;2;2
neck;test;SN;518;saline;selfgrooming;3;9
neck;test;SN;518;saline;selfgrooming;4;5
neck;test;SN;518;saline;selfgrooming;5;8
neck;test;SN;518;saline;selfgrooming;6;8
neck;baseline;SN;520;baseline;selfgrooming;1;4
neck;baseline;SN;520;baseline;selfgrooming;2;11
neck;baseline;SN;520;baseline;selfgrooming;3;7
neck;baseline;SN;520;baseline;selfgrooming;4;9
neck;baseline;SN;520;baseline;selfgrooming;5;9
neck;baseline;SN;520;baseline;selfgrooming;6;11
neck;test;SN;520;saline;selfgrooming;1;5
neck;test;SN;520;saline;selfgrooming;2;10
neck;test;SN;520;saline;selfgrooming;3;7
neck;test;SN;520;saline;selfgrooming;4;1
neck;test;SN;520;saline;selfgrooming;5;17
neck;test;SN;520;saline;selfgrooming;6;9
neck;baseline;SN;521;baseline;selfgrooming;1;2
neck;baseline;SN;521;baseline;selfgrooming;2;4
neck;baseline;SN;521;baseline;selfgrooming;3;4
neck;baseline;SN;521;baseline;selfgrooming;4;4
neck;baseline;SN;521;baseline;selfgrooming;5;4
neck;baseline;SN;521;baseline;selfgrooming;6;3
neck;test;SN;521;saline;selfgrooming;1;2
neck;test;SN;521;saline;selfgrooming;2;6
neck;test;SN;521;saline;selfgrooming;3;6
neck;test;SN;521;saline;selfgrooming;4;4
neck;test;SN;521;saline;selfgrooming;5;5
neck;test;SN;521;saline;selfgrooming;6;10
neck;baseline;SN;522;baseline;selfgrooming;1;6
neck;baseline;SN;522;baseline;selfgrooming;2;13
neck;baseline;SN;522;baseline;selfgrooming;3;6
neck;baseline;SN;522;baseline;selfgrooming;4;4
neck;baseline;SN;522;baseline;selfgrooming;5;12
neck;baseline;SN;522;baseline;selfgrooming;6;6
neck;test;SN;522;saline;selfgrooming;1;2
neck;test;SN;522;saline;selfgrooming;2;4
neck;test;SN;522;saline;selfgrooming;3;19
neck;test;SN;522;saline;selfgrooming;4;5
neck;test;SN;522;saline;selfgrooming;5;8
neck;test;SN;522;saline;selfgrooming;6;0
neck;baseline;SN;523;baseline;selfgrooming;1;2
neck;baseline;SN;523;baseline;selfgrooming;2;6
neck;baseline;SN;523;baseline;selfgrooming;3;3
neck;baseline;SN;523;baseline;selfgrooming;4;8
neck;baseline;SN;523;baseline;selfgrooming;5;5
neck;baseline;SN;523;baseline;selfgrooming;6;7
neck;test;SN;523;saline;selfgrooming;1;1
neck;test;SN;523;saline;selfgrooming;2;6
neck;test;SN;523;saline;selfgrooming;3;5
neck;test;SN;523;saline;selfgrooming;4;4
neck;test;SN;523;saline;selfgrooming;5;1
neck;test;SN;523;saline;selfgrooming;6;0
neck;baseline;SN;524;baseline;selfgrooming;1;4
neck;baseline;SN;524;baseline;selfgrooming;2;4
neck;baseline;SN;524;baseline;selfgrooming;3;7
neck;baseline;SN;524;baseline;selfgrooming;4;15
neck;baseline;SN;524;baseline;selfgrooming;5;5
neck;baseline;SN;524;baseline;selfgrooming;6;14
neck;test;SN;524;saline;selfgrooming;1;2
neck;test;SN;524;saline;selfgrooming;2;6
neck;test;SN;524;saline;selfgrooming;3;10
neck;test;SN;524;saline;selfgrooming;4;11
neck;test;SN;524;saline;selfgrooming;5;9
neck;test;SN;524;saline;selfgrooming;6;9
paw;baseline;FH;G2F1;baseline;selfgrooming;1;5
paw;baseline;FH;G2F1;baseline;selfgrooming;2;4
paw;baseline;FH;G2F1;baseline;selfgrooming;3;5
paw;baseline;FH;G2F1;baseline;selfgrooming;4;10
paw;baseline;FH;G2F1;baseline;selfgrooming;5;7
paw;baseline;FH;G2F1;baseline;selfgrooming;6;7
paw;test;FH;G2F1;formalin;selfgrooming;1;0
paw;test;FH;G2F1;formalin;selfgrooming;2;4
paw;test;FH;G2F1;formalin;selfgrooming;3;5
paw;test;FH;G2F1;formalin;selfgrooming;4;5
paw;test;FH;G2F1;formalin;selfgrooming;5;7
paw;test;FH;G2F1;formalin;selfgrooming;6;3
paw;baseline;FH;G2F2;baseline;selfgrooming;1;3
paw;baseline;FH;G2F2;baseline;selfgrooming;2;3
paw;baseline;FH;G2F2;baseline;selfgrooming;3;3
paw;baseline;FH;G2F2;baseline;selfgrooming;4;3
paw;baseline;FH;G2F2;baseline;selfgrooming;5;0
paw;baseline;FH;G2F2;baseline;selfgrooming;6;5
paw;test;FH;G2F2;formalin;selfgrooming;1;6
paw;test;FH;G2F2;formalin;selfgrooming;2;8
paw;test;FH;G2F2;formalin;selfgrooming;3;6
paw;test;FH;G2F2;formalin;selfgrooming;4;6
paw;test;FH;G2F2;formalin;selfgrooming;5;4
paw;test;FH;G2F2;formalin;selfgrooming;6;3
paw;baseline;FH;G3F1;baseline;selfgrooming;1;3
paw;baseline;FH;G3F1;baseline;selfgrooming;2;4
paw;baseline;FH;G3F1;baseline;selfgrooming;3;7
paw;baseline;FH;G3F1;baseline;selfgrooming;4;4
paw;baseline;FH;G3F1;baseline;selfgrooming;5;6
paw;baseline;FH;G3F1;baseline;selfgrooming;6;1
paw;test;FH;G3F1;formalin;selfgrooming;1;2
paw;test;FH;G3F1;formalin;selfgrooming;2;4
paw;test;FH;G3F1;formalin;selfgrooming;3;3
paw;test;FH;G3F1;formalin;selfgrooming;4;9
paw;test;FH;G3F1;formalin;selfgrooming;5;4
paw;test;FH;G3F1;formalin;selfgrooming;6;4
paw;baseline;FH;G3F2;baseline;selfgrooming;1;3
paw;baseline;FH;G3F2;baseline;selfgrooming;2;6
paw;baseline;FH;G3F2;baseline;selfgrooming;3;6
paw;baseline;FH;G3F2;baseline;selfgrooming;4;6
paw;baseline;FH;G3F2;baseline;selfgrooming;5;5
paw;baseline;FH;G3F2;baseline;selfgrooming;6;8
paw;test;FH;G3F2;formalin;selfgrooming;1;0
paw;test;FH;G3F2;formalin;selfgrooming;2;4
paw;test;FH;G3F2;formalin;selfgrooming;3;7
paw;test;FH;G3F2;formalin;selfgrooming;4;6
paw;test;FH;G3F2;formalin;selfgrooming;5;12
paw;test;FH;G3F2;formalin;selfgrooming;6;9
paw;baseline;FH;G3F3;baseline;selfgrooming;1;4
paw;baseline;FH;G3F3;baseline;selfgrooming;2;7
paw;baseline;FH;G3F3;baseline;selfgrooming;3;10
paw;baseline;FH;G3F3;baseline;selfgrooming;4;13
paw;baseline;FH;G3F3;baseline;selfgrooming;5;10
paw;baseline;FH;G3F3;baseline;selfgrooming;6;9
paw;test;FH;G3F3;formalin;selfgrooming;1;2
paw;test;FH;G3F3;formalin;selfgrooming;2;1
paw;test;FH;G3F3;formalin;selfgrooming;3;8
paw;test;FH;G3F3;formalin;selfgrooming;4;17
paw;test;FH;G3F3;formalin;selfgrooming;5;4
paw;test;FH;G3F3;formalin;selfgrooming;6;2
paw;baseline;FH;G6M3;baseline;selfgrooming;1;3
paw;baseline;FH;G6M3;baseline;selfgrooming;2;9
paw;baseline;FH;G6M3;baseline;selfgrooming;3;8
paw;baseline;FH;G6M3;baseline;selfgrooming;4;6
paw;baseline;FH;G6M3;baseline;selfgrooming;5;6
paw;baseline;FH;G6M3;baseline;selfgrooming;6;0
paw;test;FH;G6M3;formalin;selfgrooming;1;1
paw;test;FH;G6M3;formalin;selfgrooming;2;7
paw;test;FH;G6M3;formalin;selfgrooming;3;8
paw;test;FH;G6M3;formalin;selfgrooming;4;4
paw;test;FH;G6M3;formalin;selfgrooming;5;11
paw;test;FH;G6M3;formalin;selfgrooming;6;1
paw;baseline;FH;G6M4;baseline;selfgrooming;1;5
paw;baseline;FH;G6M4;baseline;selfgrooming;2;3
paw;baseline;FH;G6M4;baseline;selfgrooming;3;1
paw;baseline;FH;G6M4;baseline;selfgrooming;4;7
paw;baseline;FH;G6M4;baseline;selfgrooming;5;0
paw;baseline;FH;G6M4;baseline;selfgrooming;6;1
paw;test;FH;G6M4;formalin;selfgrooming;1;2
