injection_area;phase;exp;ID;treatment;Behaviors;Intervals;totnb
neck;test;SN;515;saline;pawguarding;4;0
neck;test;SN;515;saline;pawguarding;5;0
neck;test;SN;515;saline;pawguarding;6;0
neck;baseline;SN;516;baseline;pawguarding;1;0
neck;baseline;SN;516;baseline;pawguarding;2;0
neck;baseline;SN;516;baseline;pawguarding;3;0
neck;baseline;SN;516;baseline;pawguarding;4;0
neck;baseline;SN;516;baseline;pawguarding;5;0
neck;baseline;SN;516;baseline;pawguarding;6;0
neck;test;SN;516;saline;pawguarding;1;0
neck;test;SN;516;saline;pawguarding;2;0
neck;test;SN;516;saline;pawguarding;3;0
neck;test;SN;516;saline;pawguarding;4;0
neck;test;SN;516;saline;pawguarding;5;0
neck;test;SN;516;saline;pawguarding;6;0
neck;baseline;SN;517;baseline;pawguarding;1;0
neck;baseline;SN;517;baseline;pawguarding;2;0
neck;baseline;SN;517;baseline;pawguarding;3;0
neck;baseline;SN;517;baseline;pawguarding;4;0
neck;baseline;SN;517;baseline;pawguarding;5;0
neck;baseline;SN;517;baseline;pawguarding;6;0
neck;test;SN;517;saline;pawguarding;1;0
neck;test;SN;517;saline;pawguarding;2;0
neck;test;SN;517;saline;pawguarding;3;0
neck;test;SN;517;saline;pawguarding;4;0
neck;test;SN;517;saline;pawguarding;5;0
neck;test;SN;517;saline;pawguarding;6;0
neck;baseline;SN;518;baseline;pawguarding;1;0
neck;baseline;SN;518;baseline;pawguarding;2;0
neck;baseline;SN;518;baseline;pawguarding;3;0
neck;baseline;SN;518;baseline;pawguarding;4;0
neck;baseline;SN;518;baseline;pawguarding;5;0
neck;baseline;SN;518;baseline;pawguarding;6;0
neck;test;SN;518;saline;pawguarding;1;0
neck;test;SN;518;saline;pawguarding;2;0
neck;test;SN;518;saline;pawguarding;3;0
neck;test;SN;518;saline;pawguarding;4;0
neck;test;SN;518;saline;pawguarding;5;0
neck;test;SN;518;saline;pawguarding;6;0
neck;baseline;SN;520;baseline;pawguarding;1;0
neck;baseline;SN;520;baseline;pawguarding;2;0
neck;baseline;SN;520;baseline;pawguarding;3;0
neck;baseline;SN;520;baseline;pawguarding;4;0
neck;baseline;SN;520;baseline;pawguarding;5;0
neck;baseline;SN;520;baseline;pawguarding;6;0
neck;test;SN;520;saline;pawguarding;1;0
neck;test;SN;520;saline;pawguarding;2;0
neck;test;SN;520;saline;pawguarding;3;0
neck;test;SN;520;saline;pawguarding;4;0
neck;test;SN;520;saline;pawguarding;5;0
neck;test;SN;520;saline;pawguarding;6;0
neck;baseline;SN;521;baseline;pawguarding;1;0
neck;baseline;SN;521;baseline;pawguarding;2;0
neck;baseline;SN;521;baseline;pawguarding;3;0
neck;baseline;SN;521;baseline;pawguarding;4;0
neck;baseline;SN;521;baseline;pawguarding;5;0
neck;baseline;SN;521;baseline;pawguarding;6;0
neck;test;SN;521;saline;pawguarding;1;0
neck;test;SN;521;saline;pawguarding;2;0
neck;test;SN;521;saline;pawguarding;3;0
neck;test;SN;521;saline;pawguarding;4;0
neck;test;SN;521;saline;pawguarding;5;0
neck;test;SN;521;saline;pawguarding;6;0
neck;baseline;SN;522;baseline;pawguarding;1;0
neck;baseline;SN;522;baseline;pawguarding;2;0
neck;baseline;SN;522;baseline;pawguarding;3;0
neck;baseline;SN;522;baseline;pawguarding;4;0
neck;baseline;SN;522;baseline;pawguarding;5;0
neck;baseline;SN;522;baseline;pawguarding;6;0
neck;test;SN;522;saline;pawguarding;1;0
neck;test;SN;522;saline;pawguarding;2;0
neck;test;SN;522;saline;pawguarding;3;0
neck;test;SN;522;saline;pawguarding;4;0
neck;test;SN;522;saline;pawguarding;5;0
neck;test;SN;522;saline;pawguarding;6;0
neck;baseline;SN;523;baseline;pawguarding;1;0
neck;baseline;SN;523;baseline;pawguarding;2;0
neck;baseline;SN;523;baseline;pawguarding;3;0
neck;baseline;SN;523;baseline;pawguarding;4;0
neck;baseline;SN;523;baseline;pawguarding;5;0
neck;baseline;SN;523;baseline;pawguarding;6;0
neck;test;SN;523;saline;pawguarding;1;0
neck;test;SN;523;saline;pawguarding;2;0
neck;test;SN;523;saline;pawguarding;3;0
neck;test;SN;523;saline;pawguarding;4;0
neck;test;SN;523;saline;pawguarding;5;0
neck;test;SN;523;saline;pawguarding;6;0
neck;baseline;SN;524;baseline;pawguarding;1;0
neck;baseline;SN;524;baseline;pawguarding;2;0
neck;baseline;SN;524;baseline;pawguarding;3;0
neck;baseline;SN;524;baseline;pawguarding;4;0
neck;baseline;SN;524;baseline;pawguarding;5;0
neck;baseline;SN;524;baseline;pawguarding;6;0
neck;test;SN;524;saline;pawguarding;1;0
neck;test;SN;524;saline;pawguarding;2;0
neck;test;SN;524;saline;pawguarding;3;0
neck;test;SN;524;saline;pawguarding;4;0
neck;test;SN;524;saline;pawguarding;5;0
neck;test;SN;524;saline;pawguarding;6;0
paw;baseline;FH;G2F1;baseline;pawguarding;1;0
paw;baseline;FH;G2F1;baseline;pawguarding;2;0
paw;baseline;FH;G2F1;baseline;pawguarding;3;0
paw;baseline;FH;G2F1;baseline;pawguarding;4;0
paw;baseline;FH;G2F1;baseline;pawguarding;5;0
paw;baseline;FH;G2F1;baseline;pawguarding;6;0
paw;test;FH;G2F1;formalin;pawguarding;1;20
paw;test;FH;G2F1;formalin;pawguarding;2;0
paw;test;FH;G2F1;formalin;pawguarding;3;6
paw;test;FH;G2F1;formalin;pawguarding;4;15
paw;test;FH;G2F1;formalin;pawguarding;5;5
paw;test;FH;G2F1;formalin;pawguarding;6;18
paw;baseline;FH;G2F2;baseline;pawguarding;1;0
paw;baseline;FH;G2F2;baseline;pawguarding;2;0
paw;baseline;FH;G2F2;baseline;pawguarding;3;0
paw;baseline;FH;G2F2;baseline;pawguarding;4;0
paw;baseline;FH;G2F2;baseline;pawguarding;5;0
paw;baseline;FH;G2F2;baseline;pawguarding;6;0
paw;test;FH;G2F2;formalin;pawguarding;1;25
paw;test;FH;G2F2;formalin;pawguarding;2;2
paw;test;FH;G2F2;formalin;pawguarding;3;0
paw;test;FH;G2F2;formalin;pawguarding;4;15
paw;test;FH;G2F2;formalin;pawguarding;5;44
paw;test;FH;G2F2;formalin;pawguarding;6;21
paw;baseline;FH;G3F1;baseline;pawguarding;1;1
paw;baseline;FH;G3F1;baseline;pawguarding;2;0
paw;baseline;FH;G3F1;baseline;pawguarding;3;0
paw;baseline;FH;G3F1;baseline;pawguarding;4;0
paw;baseline;FH;G3F1;baseline;pawguarding;5;0
paw;baseline;FH;G3F1;baseline;pawguarding;6;0
paw;test;FH;G3F1;formalin;pawguarding;1;29
paw;test;FH;G3F1;formalin;pawguarding;2;1
paw;test;FH;G3F1;formalin;pawguarding;3;13
paw;test;FH;G3F1;formalin;pawguarding;4;18
paw;test;FH;G3F1;formalin;pawguarding;5;23
paw;test;FH;G3F1;formalin;pawguarding;6;13
paw;baseline;FH;G3F2;baseline;pawguarding;1;0
paw;baseline;FH;G3F2;baseline;pawguarding;2;0
paw;baseline;FH;G3F2;baseline;pawguarding;3;0
paw;baseline;FH;G3F2;baseline;pawguarding;4;0
paw;baseline;FH;G3F2;baseline;pawguarding;5;0
paw;baseline;FH;G3F2;baseline;pawguarding;6;0
paw;test;FH;G3F2;formalin;pawguarding;1;15
paw;test;FH;G3F2;formalin;pawguarding;2;0
paw;test;FH;G3F2;formalin;pawguarding;3;0
paw;test;FH;G3F2;formalin;pawguarding;4;12
paw;test;FH;G3F2;formalin;pawguarding;5;15
paw;test;FH;G3F2;formalin;pawguarding;6;8
paw;baseline;FH;G3F3;baseline;pawguarding;1;0
paw;baseline;FH;G3F3;baseline;pawguarding;2;0
paw;baseline;FH;G3F3;baseline;pawguarding;3;0
paw;baseline;FH;G3F3;baseline;pawguarding;4;0
paw;baseline;FH;G3F3;baseline;pawguarding;5;0
paw;baseline;FH;G3F3;baseline;pawguarding;6;0
paw;test;FH;G3F3;formalin;pawguarding;1;20
paw;test;FH;G3F3;formalin;pawguarding;2;1
paw;test;FH;G3F3;formalin;pawguarding;3;7
paw;test;FH;G3F3;formalin;pawguarding;4;12
paw;test;FH;G3F3;formalin;pawguarding;5;15
paw;test;FH;G3F3;formalin;pawguarding;6;6
paw;baseline;FH;G6M3;baseline;pawguarding;1;0
paw;baseline;FH;G6M3;baseline;pawguarding;2;0
paw;baseline;FH;G6M3;baseline;pawguarding;3;0
paw;baseline;FH;G6M3;baseline;pawguarding;4;0
paw;baseline;FH;G6M3;baseline;pawguarding;5;0
paw;baseline;FH;G6M3;baseline;pawguarding;6;0
paw;test;FH;G6M3;formalin;pawguarding;1;6
paw;test;FH;G6M3;formalin;pawguarding;2;0
paw;test;FH;G6M3;formalin;pawguarding;3;0
paw;test;FH;G6M3;formalin;pawguarding;4;12
paw;test;FH;G6M3;formalin;pawguarding;5;11
paw;test;FH;G6M3;formalin;pawguarding;6;4
paw;baseline;FH;G6M4;baseline;pawguarding;1;0
paw;baseline;FH;G6M4;baseline;pawguarding;2;0
paw;baseline;FH;G6M4;baseline;pawguarding;3;0
paw;baseline;FH;G6M4;baseline;pawguarding;4;0
paw;baseline;FH;G6M4;baseline;pawguarding;5;0
paw;baseline;FH;G6M4;baseline;pawguarding;6;0
paw;test;FH;G6M4;formalin;pawguarding;1;30
paw;test;FH;G6M4;formalin;pawguarding;2;22
paw;test;FH;G6M4;formalin;pawguarding;3;14
paw;test;FH;G6M4;formalin;pawguarding;4;21
paw;test;FH;G6M4;formalin;pawguarding;5;23
paw;test;FH;G6M4;formalin;pawguarding;6;17
paw;baseline;FH;G8M1;baseline;pawguarding;1;0
paw;baseline;FH;G8M1;baseline;pawguarding;2;0
paw;baseline;FH;G8M1;baseline;pawguarding;3;0
paw;baseline;FH;G8M1;baseline;pawguarding;4;0
paw;baseline;FH;G8M1;baseline;pawguarding;5;0
paw;baseline;FH;G8M1;baseline;pawguarding;6;0
paw;test;FH;G8M1;formalin;pawguarding;1;18
paw;test;FH;G8M1;formalin;pawguarding;2;0
paw;test;FH;G8M1;formalin;pawguarding;3;6
paw;test;FH;G8M1;formalin;pawguarding;4;10
paw;test;FH;G8M1;formalin;pawguarding;5;17
paw;test;FH;G8M1;formalin;pawguarding;6;19
paw;baseline;FH;G8M2;baseline;pawguarding;1;0
paw;baseline;FH;G8M2;baseline;pawguarding;2;0
paw;baseline;FH;G8M2;baseline;pawguarding;3;0
paw;baseline;FH;G8M2;baseline;pawguarding;4;0
paw;baseline;FH;G8M2;baseline;pawguarding;5;0
paw;baseline;FH;G8M2;baseline;pawguarding;6;0
paw;test;FH;G8M2;formalin;pawguarding;1;0
paw;test;FH;G8M2;formalin;pawguarding;2;0
paw;test;FH;G8M2;formalin;pawguarding;3;2
paw;test;FH;G8M2;formalin;pawguarding;4;17
paw;test;FH;G8M2;formalin;pawguarding;5;5
paw;test;FH;G8M2;formalin;pawguarding;6;6
paw;baseline;FH;G8M3;baseline;pawguarding;1;1
paw;baseline;FH;G8M3;baseline;pawguarding;2;0
paw;baseline;FH;G8M3;baseline;pawguarding;3;0
paw;baseline;FH;G8M3;baseline;pawguarding;4;0
paw;baseline;FH;G8M3;baseline;pawguarding;5;0
paw;baseline;FH;G8M3;baseline;pawguarding;6;0
paw;test;FH;G8M3;formalin;pawguarding;1;22
paw;test;FH;G8M3;formalin;pawguarding;2;10
paw;test;FH;G8M3;formalin;pawguarding;3;10
paw;test;FH;G8M3;formalin;pawguarding;4;6
paw;test;FH;G8M3;formalin;pawguarding;5;5
paw;test;FH;G8M3;formalin;pawguarding;6;2
paw;baseline;SH;G2F3;baseline;pawguarding;1;0
paw;baseline;SH;G2F3;baseline;pawguarding;2;0
paw;baseline;SH;G2F3;baseline;pawguarding;3;0
paw;baseline;SH;G2F3;baseline;pawguarding;4;0
paw;baseline;SH;G2F3;baseline;pawguarding;5;0
paw;baseline;SH;G2F3;baseline;pawguarding;6;0
paw;test;SH;G2F3;saline;pawguarding;1;4
paw;test;SH;G2F3;saline;pawguarding;2;0
paw;test;SH;G2F3;saline;pawguarding;3;0
paw;test;SH;G2F3;saline;pawguarding;4;0
paw;test;SH;G2F3;saline;pawguarding;5;0
paw;test;SH;G2F3;saline;pawguarding;6;0
paw;baseline;SH;G2F4;baseline;pawguarding;1;0
paw;baseline;SH;G2F4;baseline;pawguarding;2;0
paw;baseline;SH;G2F4;baseline;pawguarding;3;0
paw;baseline;SH;G2F4;baseline;pawguarding;4;0
paw;baseline;SH;G2F4;baseline;pawguarding;5;0
paw;baseline;SH;G2F4;baseline;pawguarding;6;0
paw;test;SH;G2F4;saline;pawguarding;1;0
paw;test;SH;G2F4;saline;pawguarding;2;0
paw;test;SH;G2F4;saline;pawguarding;3;0
paw;test;SH;G2F4;saline;pawguarding;4;0
paw;test;SH;G2F4;saline;pawguarding;5;0
paw;test;SH;G2F4;saline;pawguarding;6;0
paw;baseline;SH;G4F1;baseline;pawguarding;1;0
paw;baseline;SH;G4F1;baseline;pawguarding;2;0
paw;baseline;SH;G4F1;baseline;pawguarding;3;0
paw;baseline;SH;G4F1;baseline;pawguarding;4;0
paw;baseline;SH;G4F1;baseline;pawguarding;5;0
paw;baseline;SH;G4F1;baseline;pawguarding;6;0
paw;test;SH;G4F1;saline;pawguarding;1;0
paw;test;SH;G4F1;saline;pawguarding;2;0
paw;test;SH;G4F1;saline;pawguarding;3;0
paw;test;SH;G4F1;saline;pawguarding;4;0
paw;test;SH;G4F1;saline;pawguarding;5;0
paw;test;SH;G4F1;saline;pawguarding;6;0
paw;baseline;SH;G4F2;baseline;pawguarding;1;0
paw;baseline;SH;G4F2;baseline;pawguarding;2;0
paw;baseline;SH;G4F2;baseline;pawguarding;3;0
paw;baseline;SH;G4F2;baseline;pawguarding;4;0
paw;baseline;SH;G4F2;baseline;pawguarding;5;0
paw;baseline;SH;G4F2;baseline;pawguarding;6;0
paw;test;SH;G4F2;saline;pawguarding;1;0
paw;test;SH;G4F2;saline;pawguarding;2;0
paw;test;SH;G4F2;saline;pawguarding;3;0
paw;test;SH;G4F2;saline;pawguarding;4;0
paw;test;SH;G4F2;saline;pawguarding;5;0
paw;test;SH;G4F2;saline;pawguarding;6;0
paw;baseline;SH;G4F3;baseline;pawguarding;1;0
paw;baseline;SH;G4F3;baseline;pawguarding;2;0
paw;baseline;SH;G4F3;baseline;pawguarding;3;0
paw;baseline;SH;G4F3;baseline;pawguarding;4;0
paw;baseline;SH;G4F3;baseline;pawguarding;5;0
paw;baseline;SH;G4F3;baseline;pawguarding;6;0
paw;test;SH;G4F3;saline;pawguarding;1;0
paw;test;SH;G4F3;saline;pawguarding;2;0
paw;test;SH;G4F3;saline;pawguarding;3;0
paw;test;SH;G4F3;saline;pawguarding;4;0
paw;test;SH;G4F3;saline;pawguarding;5;0
paw;test;SH;G4F3;saline;pawguarding;6;0
paw;baseline;SH;G6M1;baseline;pawguarding;1;0
paw;baseline;SH;G6M1;baseline;pawguarding;2;0
paw;baseline;SH;G6M1;baseline;pawguarding;3;0
paw;baseline;SH;G6M1;baseline;pawguarding;4;0
paw;baseline;SH;G6M1;baseline;pawguarding;5;0
paw;baseline;SH;G6M1;baseline;pawguarding;6;0
paw;test;SH;G6M1;saline;pawguarding;1;1
paw;test;SH;G6M1;saline;pawguarding;2;0
paw;test;SH;G6M1;saline;pawguarding;3;0
paw;test;SH;G6M1;saline;pawguarding;4;0
paw;test;SH;G6M1;saline;pawguarding;5;0
paw;test;SH;G6M1;saline;pawguarding;6;0
paw;baseline;SH;G6M2;baseline;pawguarding;1;0
paw;baseline;SH;G6M2;baseline;pawguarding;2;0
paw;baseline;SH;G6M2;baseline;pawguarding;3;0
paw;baseline;SH;G6M2;baseline;pawguarding;4;0
paw;baseline;SH;G6M2;baseline;pawguarding;5;0
paw;baseline;SH;G6M2;baseline;pawguarding;6;0
paw;test;SH;G6M2;saline;pawguarding;1;0
paw;test;SH;G6M2;saline;pawguarding;2;0
paw;test;SH;G6M2;saline;pawguarding;3;0
paw;test;SH;G6M2;saline;pawguarding;4;0
paw;test;SH;G6M2;saline;pawguarding;5;0
paw;test;SH;G6M2;saline;pawguarding;6;0
paw;baseline;SH;G7M1;baseline;pawguarding;1;0
paw;baseline;SH;G7M1;baseline;pawguarding;2;0
paw;baseline;SH;G7M1;baseline;pawguarding;3;0
paw;baseline;SH;G7M1;baseline;pawguarding;4;0
paw;baseline;SH;G7M1;baseline;pawguarding;5;0
paw;baseline;SH;G7M1;baseline;pawguarding;6;0
paw;test;SH;G7M1;saline;pawguarding;1;0
paw;test;SH;G7M1;saline;pawguarding;2;0
paw;test;SH;G7M1;saline;pawguarding;3;0
paw;test;SH;G7M1;saline;pawguarding;4;0
paw;test;SH;G7M1;saline;pawguarding;5;0
paw;test;SH;G7M1;saline;pawguarding;6;0
paw;baseline;SH;G7M2;baseline;pawguarding;1;0
paw;baseline;SH;G7M2;baseline;pawguarding;2;0
paw;baseline;SH;G7M2;baseline;pawguarding;3;0
paw;baseline;SH;G7M2;baseline;pawguarding;4;0
paw;baseline;SH;G7M2;baseline;pawguarding;5;0
paw;baseline;SH;G7M2;baseline;pawguarding;6;0
paw;test;SH;G7M2;saline;pawguarding;1;0
paw;test;SH;G7M2;saline;pawguarding;2;0
paw;test;SH;G7M2;saline;pawguarding;3;0
paw;test;SH;G7M2;saline;pawguarding;4;0
paw;test;SH;G7M2;saline;pawguarding;5;0
paw;test;SH;G7M2;saline;pawguarding;6;0
paw;baseline;SH;G7M3;baseline;pawguarding;1;0
paw;baseline;SH;G7M3;baseline;pawguarding;2;0
paw;baseline;SH;G7M3;baseline;pawguarding;3;0
paw;baseline;SH;G7M3;baseline;pawguarding;4;0
paw;baseline;SH;G7M3;baseline;pawguarding;5;0
paw;baseline;SH;G7M3;baseline;pawguarding;6;0
paw;test;SH;G7M3;saline;pawguarding;1;0
paw;test;SH;G7M3;saline;pawguarding;2;0
paw;test;SH;G7M3;saline;pawguarding;3;0
paw;test;SH;G7M3;saline;pawguarding;4;0
paw;test;SH;G7M3;saline;pawguarding;5;0
paw;test;SH;G7M3;saline;pawguarding;6;0
neck;baseline;FN;510;baseline;pawlicking;1;0
neck;baseline;FN;510;baseline;pawlicking;2;0
neck;baseline;FN;510;baseline;pawlicking;3;0
neck;baseline;FN;510;baseline;pawlicking;4;0
neck;baseline;FN;510;baseline;pawlicking;5;0
neck;baseline;FN;510;baseline;pawlicking;6;0
neck;test;FN;510;formalin;pawlicking;1;0
neck;test;FN;510;formalin;pawlicking;2;0
neck;test;FN;510;formalin;pawlicking;3;0
neck;test;FN;510;formalin;pawlicking;4;0
neck;test;FN;510;formalin;pawlicking;5;0
neck;test;FN;510;formalin;pawlicking;6;0
neck;baseline;FN;511;baseline;pawlicking;1;0
neck;baseline;FN;511;baseline;pawlicking;2;0
neck;baseline;FN;511;baseline;pawlicking;3;0
neck;baseline;FN;511;baseline;pawlicking;4;0
neck;baseline;FN;511;baseline;pawlicking;5;0
neck;baseline;FN;511;baseline;pawlicking;6;0
neck;test;FN;511;formalin;pawlicking;1;0
neck;test;FN;511;formalin;pawlicking;2;0
neck;test;FN;511;formalin;pawlicking;3;0
neck;test;FN;511;formalin;pawlicking;4;0
neck;test;FN;511;formalin;pawlicking;5;0
neck;test;FN;511;formalin;pawlicking;6;0
neck;baseline;FN;512;baseline;pawlicking;1;0
neck;baseline;FN;512;baseline;pawlicking;2;0
neck;baseline;FN;512;baseline;pawlicking;3;0
neck;baseline;FN;512;baseline;pawlicking;4;0
neck;baseline;FN;512;baseline;pawlicking;5;0
neck;baseline;FN;512;baseline;pawlicking;6;0
neck;test;FN;512;formalin;pawlicking;1;0
neck;test;FN;512;formalin;pawlicking;2;0
neck;test;FN;512;formalin;pawlicking;3;0
neck;test;FN;512;formalin;pawlicking;4;0
neck;test;FN;512;formalin;pawlicking;5;0
neck;test;FN;512;formalin;pawlicking;6;0
neck;baseline;FN;513;baseline;pawlicking;1;0
neck;baseline;FN;513;baseline;pawlicking;2;0
neck;baseline;FN;513;baseline;pawlicking;3;0
neck;baseline;FN;513;baseline;pawlicking;4;0
neck;baseline;FN;513;baseline;pawlicking;5;0
neck;baseline;FN;513;baseline;pawlicking;6;0
neck;test;FN;513;formalin;pawlicking;1;0
neck;test;FN;513;formalin;pawlicking;2;0
neck;test;FN;513;formalin;pawlicking;3;0
neck;test;FN;513;formalin;pawlicking;4;0
neck;test;FN;513;formalin;pawlicking;5;0
neck;test;FN;513;formalin;pawlicking;6;0
neck;baseline;FN;519;baseline;pawlicking;1;0
neck;baseline;FN;519;baseline;pawlicking;2;0
neck;baseline;FN;519;baseline;pawlicking;3;0
neck;baseline;FN;519;baseline;pawlicking;4;0
neck;baseline;FN;519;baseline;pawlicking;5;0
neck;baseline;FN;519;baseline;pawlicking;6;2
neck;test;FN;519;formalin;pawlicking;1;0
neck;test;FN;519;formalin;pawlicking;2;0
neck;test;FN;519;formalin;pawlicking;3;0
neck;test;FN;519;formalin;pawlicking;4;0
neck;test;FN;519;formalin;pawlicking;5;0
neck;test;FN;519;formalin;pawlicking;6;0
neck;baseline;FN;G3F4;baseline;pawlicking;1;0
neck;baseline;FN;G3F4;baseline;pawlicking;2;0
neck;baseline;FN;G3F4;baseline;pawlicking;3;0
neck;baseline;FN;G3F4;baseline;pawlicking;4;0
neck;baseline;FN;G3F4;baseline;pawlicking;5;0
neck;baseline;FN;G3F4;baseline;pawlicking;6;0
neck;test;FN;G3F4;formalin;pawlicking;1;0
neck;test;FN;G3F4;formalin;pawlicking;2;0
neck;test;FN;G3F4;formalin;pawlicking;3;0
neck;test;FN;G3F4;formalin;pawlicking;4;0
neck;test;FN;G3F4;formalin;pawlicking;5;0
neck;test;FN;G3F4;formalin;pawlicking;6;0
neck;baseline;FN;G5M1;baseline;pawlicking;1;0
neck;baseline;FN;G5M1;baseline;pawlicking;2;0
neck;baseline;FN;G5M1;baseline;pawlicking;3;0
neck;baseline;FN;G5M1;baseline;pawlicking;4;0
neck;baseline;FN;G5M1;baseline;pawlicking;5;0
neck;baseline;FN;G5M1;baseline;pawlicking;6;0
neck;test;FN;G5M1;formalin;pawlicking;1;0
neck;test;FN;G5M1;formalin;pawlicking;2;0
neck;test;FN;G5M1;formalin;pawlicking;3;0
neck;test;FN;G5M1;formalin;pawlicking;4;0
neck;test;FN;G5M1;formalin;pawlicking;5;0
neck;test;FN;G5M1;formalin;pawlicking;6;0
neck;baseline;FN;G5M2;baseline;pawlicking;1;0
neck;baseline;FN;G5M2;baseline;pawlicking;2;0
neck;baseline;FN;G5M2;baseline;pawlicking;3;0
neck;baseline;FN;G5M2;baseline;pawlicking;4;0
neck;baseline;FN;G5M2;baseline;pawlicking;5;0
neck;baseline;FN;G5M2;baseline;pawlicking;6;0
neck;test;FN;G5M2;formalin;pawlicking;1;0
neck;test;FN;G5M2;formalin;pawlicking;2;0
neck;test;FN;G5M2;formalin;pawlicking;3;0
neck;test;FN;G5M2;formalin;pawlicking;4;0
neck;test;FN;G5M2;formalin;pawlicking;5;0
neck;test;FN;G5M2;formalin;pawlicking;6;0
neck;baseline;FN;G5M3;baseline;pawlicking;1;0
neck;baseline;FN;G5M3;baseline;pawlicking;2;0
neck;baseline;FN;G5M3;baseline;pawlicking;3;1
neck;baseline;FN;G5M3;baseline;pawlicking;4;0
neck;baseline;FN;G5M3;baseline;pawlicking;5;0
neck;baseline;FN;G5M3;baseline;pawlicking;6;0
neck;test;FN;G5M3;formalin;pawlicking;1;0
neck;test;FN;G5M3;formalin;pawlicking;2;0
neck;test;FN;G5M3;formalin;pawlicking;3;0
neck;test;FN;G5M3;formalin;pawlicking;4;0
neck;test;FN;G5M3;formalin;pawlicking;5;0
neck;test;FN;G5M3;formalin;pawlicking;6;0
neck;baseline;FN;G5M4;baseline;pawlicking;1;0
neck;baseline;FN;G5M4;baseline;pawlicking;2;0
neck;baseline;FN;G5M4;baseline;pawlicking;3;0
neck;baseline;FN;G5M4;baseline;pawlicking;4;0
neck;baseline;FN;G5M4;baseline;pawlicking;5;0
neck;baseline;FN;G5M4;baseline;pawlicking;6;1
neck;test;FN;G5M4;formalin;pawlicking;1;0
neck;test;FN;G5M4;formalin;pawlicking;2;0
neck;test;FN;G5M4;formalin;pawlicking;3;0
neck;test;FN;G5M4;formalin;pawlicking;4;0
neck;test;FN;G5M4;formalin;pawlicking;5;0
neck;test;FN;G5M4;formalin;pawlicking;6;0
neck;baseline;SN;514;baseline;pawlicking;1;0
neck;baseline;SN;514;baseline;pawlicking;2;0
neck;baseline;SN;514;baseline;pawlicking;3;0
neck;baseline;SN;514;baseline;pawlicking;4;0
neck;baseline;SN;514;baseline;pawlicking;5;0
neck;baseline;SN;514;baseline;pawlicking;6;0
neck;test;SN;514;saline;pawlicking;1;0
neck;test;SN;514;saline;pawlicking;2;1
neck;test;SN;514;saline;pawlicking;3;1
neck;test;SN;514;saline;pawlicking;4;1
neck;test;SN;514;saline;pawlicking;5;0
neck;test;SN;514;saline;pawlicking;6;0
neck;baseline;SN;515;baseline;pawlicking;1;2
neck;baseline;SN;515;baseline;pawlicking;2;0
neck;baseline;SN;515;baseline;pawlicking;3;2
neck;baseline;SN;515;baseline;pawlicking;4;0
neck;baseline;SN;515;baseline;pawlicking;5;0
neck;baseline;SN;515;baseline;pawlicking;6;0
neck;test;SN;515;saline;pawlicking;1;0
neck;test;SN;515;saline;pawlicking;2;0
neck;test;SN;515;saline;pawlicking;3;0
neck;test;SN;515;saline;pawlicking;4;0
neck;test;SN;515;saline;pawlicking;5;0
neck;test;SN;515;saline;pawlicking;6;0
neck;baseline;SN;516;baseline;pawlicking;1;0
neck;baseline;SN;516;baseline;pawlicking;2;0
neck;baseline;SN;516;baseline;pawlicking;3;0
neck;baseline;SN;516;baseline;pawlicking;4;0
neck;baseline;SN;516;baseline;pawlicking;5;0
neck;baseline;SN;516;baseline;pawlicking;6;0
neck;test;SN;516;saline;pawlicking;1;0
neck;test;SN;516;saline;pawlicking;2;0
neck;test;SN;516;saline;pawlicking;3;0
neck;test;SN;516;saline;pawlicking;4;0
neck;test;SN;516;saline;pawlicking;5;0
neck;test;SN;516;saline;pawlicking;6;0
neck;baseline;SN;517;baseline;pawlicking;1;0
neck;baseline;SN;517;baseline;pawlicking;2;0
neck;baseline;SN;517;baseline;pawlicking;3;0
neck;baseline;SN;517;baseline;pawlicking;4;0
neck;baseline;SN;517;baseline;pawlicking;5;0
neck;baseline;SN;517;baseline;pawlicking;6;0
neck;test;SN;517;saline;pawlicking;1;0
neck;test;SN;517;saline;pawlicking;2;0
neck;test;SN;517;saline;pawlicking;3;0
neck;test;SN;517;saline;pawlicking;4;0
neck;test;SN;517;saline;pawlicking;5;0
neck;test;SN;517;saline;pawlicking;6;0
neck;baseline;SN;518;baseline;pawlicking;1;0
neck;baseline;SN;518;baseline;pawlicking;2;0
neck;baseline;SN;518;baseline;pawlicking;3;0
neck;baseline;SN;518;baseline;pawlicking;4;0
neck;baseline;SN;518;baseline;pawlicking;5;0
neck;baseline;SN;518;baseline;pawlicking;6;0
neck;test;SN;518;saline;pawlicking;1;0
neck;test;SN;518;saline;pawlicking;2;0
neck;test;SN;518;saline;pawlicking;3;0
neck;test;SN;518;saline;pawlicking;4;0
neck;test;SN;518;saline;pawlicking;5;0
neck;test;SN;518;saline;pawlicking;6;0
neck;baseline;SN;520;baseline;pawlicking;1;0
neck;baseline;SN;520;baseline;pawlicking;2;0
neck;baseline;SN;520;baseline;pawlicking;3;0
neck;baseline;SN;520;baseline;pawlicking;4;0
neck;baseline;SN;520;baseline;pawlicking;5;0
neck;baseline;SN;520;baseline;pawlicking;6;0
neck;test;SN;520;saline;pawlicking;1;0
neck;test;SN;520;saline;pawlicking;2;0
neck;test;SN;520;saline;pawlicking;3;0
